,pathway_accession,mapped_ids,pathway,components,subfamilies,associated_sequence,hugo_gene
1043,P00035,MOUSE|MGI=MGI=1913125|UniProtKB=O88907,Interferon-gamma signaling pathway,10,55,255,Pias1
1044,P00035,MOUSE|MGI=MGI=103063|UniProtKB=P42225,Interferon-gamma signaling pathway,10,55,255,Stat1
1045,P00035,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Interferon-gamma signaling pathway,10,55,255,Mapk9
1046,P00035,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,Interferon-gamma signaling pathway,10,55,255,Mapk1
1047,P00035,MOUSE|MGI=MGI=96055|UniProtKB=P29351,Interferon-gamma signaling pathway,10,55,255,Ptpn6
1048,P00035,MOUSE|MGI=MGI=96629|UniProtKB=Q62120,Interferon-gamma signaling pathway,10,55,255,Jak2
1049,P00035,MOUSE|MGI=MGI=103159|UniProtKB=Q62225,Interferon-gamma signaling pathway,10,55,255,Cish
1050,P00035,MOUSE|MGI=MGI=2136940|UniProtKB=Q9JM05,Interferon-gamma signaling pathway,10,55,255,Pias4
1051,P00035,MOUSE|MGI=MGI=1914546|UniProtKB=Q91ZA6,Interferon-gamma signaling pathway,10,55,255,Socs4
1052,P02769,MOUSE|MGI=MGI=97365|UniProtKB=P23492,Purine metabolism,5,10,38,Pnp
1053,P02769,MOUSE|MGI=MGI=98973|UniProtKB=Q00519,Purine metabolism,5,10,38,Xdh
1054,P02769,MOUSE|MGI=MGI=1914152|UniProtKB=Q9CQ65,Purine metabolism,5,10,38,Mtap
1055,P02744,MOUSE|MGI=MGI=101863|UniProtKB=P05063,Fructose galactose metabolism,8,23,85,Aldoc
1056,P02744,MOUSE|MGI=MGI=95638|UniProtKB=Q03249,Fructose galactose metabolism,8,23,85,Galt
1057,P02744,MOUSE|MGI=MGI=1917226|UniProtKB=Q68FH4,Fructose galactose metabolism,8,23,85,Galk2
1058,P02744,MOUSE|MGI=MGI=96103|UniProtKB=P17710,Fructose galactose metabolism,8,23,85,Hk1
1059,P02744,MOUSE|MGI=MGI=1315197|UniProtKB=O08528,Fructose galactose metabolism,8,23,85,Hk2
1060,P02744,MOUSE|MGI=MGI=87994|UniProtKB=P05064,Fructose galactose metabolism,8,23,85,Aldoa
1061,P02744,MOUSE|MGI=MGI=1921496|UniProtKB=Q8R059,Fructose galactose metabolism,8,23,85,Gale
1062,P02744,MOUSE|MGI=MGI=95730|UniProtKB=Q9R0N0,Fructose galactose metabolism,8,23,85,Galk1
1063,P02745,MOUSE|MGI=MGI=95739|UniProtKB=P15105,Glutamine glutamate conversion,3,28,148,Glul
1064,P02745,MOUSE|MGI=MGI=95753|UniProtKB=P26443,Glutamine glutamate conversion,3,28,148,Glud1
1065,P00012,MOUSE|MGI=MGI=88274|UniProtKB=P26231,Cadherin signaling pathway,16,237,1024,Ctnna1
1066,P00012,MOUSE|MGI=MGI=1913963|UniProtKB=P61161,Cadherin signaling pathway,16,237,1024,Actr2
1067,P00012,MOUSE|MGI=MGI=87904|UniProtKB=P60710,Cadherin signaling pathway,16,237,1024,Actb
1068,P00012,MOUSE|MGI=MGI=96892|UniProtKB=P25911,Cadherin signaling pathway,16,237,1024,Lyn
1069,P00012,MOUSE|MGI=MGI=88547|UniProtKB=O54833,Cadherin signaling pathway,16,237,1024,Csnk2a2
1070,P00012,MOUSE|MGI=MGI=95602|UniProtKB=P39688,Cadherin signaling pathway,16,237,1024,Fyn
1071,P00012,MOUSE|MGI=MGI=1915209|UniProtKB=Q3UEB3,Cadherin signaling pathway,16,237,1024,Puf60
1072,P00012,MOUSE|MGI=MGI=88543|UniProtKB=Q60737,Cadherin signaling pathway,16,237,1024,Csnk2a1
1073,P00012,MOUSE|MGI=MGI=87906|UniProtKB=P63260,Cadherin signaling pathway,16,237,1024,Actg1
1074,P00012,MOUSE|MGI=MGI=97805|UniProtKB=P35821,Cadherin signaling pathway,16,237,1024,Ptpn1
1075,P00012,MOUSE|MGI=MGI=88276|UniProtKB=Q02248,Cadherin signaling pathway,16,237,1024,Ctnnb1
1076,P00012,MOUSE|MGI=MGI=88548|UniProtKB=P67871,Cadherin signaling pathway,16,237,1024,Csnk2b
1077,P00012,MOUSE|MGI=MGI=1861437|UniProtKB=Q9WV60,Cadherin signaling pathway,16,237,1024,Gsk3b
1078,P00012,MOUSE|MGI=MGI=1202876|UniProtKB=Q9Z1J1,Cadherin signaling pathway,16,237,1024,Tcf7l1
1079,P02759,MOUSE|MGI=MGI=2183441|UniProtKB=Q99K85,PLP biosynthesis,7,10,59,Psat1
1080,P02759,MOUSE|MGI=MGI=2144151|UniProtKB=Q91XF0,PLP biosynthesis,7,10,59,Pnpo
1081,P02724,MOUSE|MGI=MGI=104861|UniProtKB=P24288,Alanine biosynthesis,3,12,38,Bcat1
1082,P02724,MOUSE|MGI=MGI=1276534|UniProtKB=O35855,Alanine biosynthesis,3,12,38,Bcat2
1083,P00047,MOUSE|MGI=MGI=2441817|UniProtKB=Q6AXF8,PDGF signaling pathway,36,219,1005,Hmgxb3
1084,P00047,MOUSE|MGI=MGI=107949|UniProtKB=P62746,PDGF signaling pathway,36,219,1005,Rhob
1085,P00047,MOUSE|MGI=MGI=95574|UniProtKB=P01101,PDGF signaling pathway,36,219,1005,Fos
1086,P00047,MOUSE|MGI=MGI=96680|UniProtKB=P32883,PDGF signaling pathway,36,219,1005,Kras
1087,P00047,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,PDGF signaling pathway,36,219,1005,Grb2
1088,P00047,MOUSE|MGI=MGI=96646|UniProtKB=P05627,PDGF signaling pathway,36,219,1005,Jun
1089,P00047,MOUSE|MGI=MGI=1350926|UniProtKB=Q8R4Z4,PDGF signaling pathway,36,219,1005,Etv3
1090,P00047,MOUSE|MGI=MGI=96624|UniProtKB=P70227,PDGF signaling pathway,36,219,1005,Itpr3
1091,P00047,MOUSE|MGI=MGI=2152938|UniProtKB=Q812A2,PDGF signaling pathway,36,219,1005,Srgap3
1092,P00047,MOUSE|MGI=MGI=88065|UniProtKB=P04627,PDGF signaling pathway,36,219,1005,Araf
1093,P00047,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,PDGF signaling pathway,36,219,1005,Pik3cg
1094,P00047,MOUSE|MGI=MGI=109637|UniProtKB=P70459,PDGF signaling pathway,36,219,1005,Erf
1095,P00047,MOUSE|MGI=MGI=1927343|UniProtKB=Q9Z1M4,PDGF signaling pathway,36,219,1005,Rps6kb2
1096,P00047,MOUSE|MGI=MGI=109211|UniProtKB=Q8BWW9,PDGF signaling pathway,36,219,1005,Pkn2
1097,P00047,MOUSE|MGI=MGI=97583|UniProtKB=P26450,PDGF signaling pathway,36,219,1005,Pik3r1
1098,P00047,MOUSE|MGI=MGI=99961|UniProtKB=Q64705,PDGF signaling pathway,36,219,1005,Usf2
1099,P00047,MOUSE|MGI=MGI=99418|UniProtKB=Q9Z329,PDGF signaling pathway,36,219,1005,Itpr2
1100,P00047,MOUSE|MGI=MGI=1928394|UniProtKB=Q9JLN9,PDGF signaling pathway,36,219,1005,Mtor
1101,P00047,MOUSE|MGI=MGI=107180|UniProtKB=Q60775,PDGF signaling pathway,36,219,1005,Elf1
1102,P00047,MOUSE|MGI=MGI=1930076|UniProtKB=Q9Z2B9,PDGF signaling pathway,36,219,1005,Rps6ka4
1103,P00047,MOUSE|MGI=MGI=2152453|UniProtKB=Q2NL51,PDGF signaling pathway,36,219,1005,Gsk3a
1104,P00047,MOUSE|MGI=MGI=1270849|UniProtKB=Q8BSK8,PDGF signaling pathway,36,219,1005,Rps6kb1
1105,P00047,MOUSE|MGI=MGI=1346875|UniProtKB=O08648,PDGF signaling pathway,36,219,1005,Map3k4
1106,P00047,MOUSE|MGI=MGI=95455|UniProtKB=P27577,PDGF signaling pathway,36,219,1005,Ets1
1107,P00047,MOUSE|MGI=MGI=1916507|UniProtKB=Q9JHC9,PDGF signaling pathway,36,219,1005,Elf2
1108,P00047,MOUSE|MGI=MGI=1354949|UniProtKB=Q9R0Z9,PDGF signaling pathway,36,219,1005,Dlc1
1109,P00047,MOUSE|MGI=MGI=1918552|UniProtKB=Q6ZQ82,PDGF signaling pathway,36,219,1005,Arhgap26
1110,P00047,MOUSE|MGI=MGI=1346873|UniProtKB=Q61083,PDGF signaling pathway,36,219,1005,Map3k2
1111,P00047,MOUSE|MGI=MGI=1914544|UniProtKB=Q7TT37,PDGF signaling pathway,36,219,1005,Elp1
1112,P00047,MOUSE|MGI=MGI=96623|UniProtKB=P11881,PDGF signaling pathway,36,219,1005,Itpr1
1113,P00047,MOUSE|MGI=MGI=894316|UniProtKB=O08605,PDGF signaling pathway,36,219,1005,Mknk1
1114,P00047,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,PDGF signaling pathway,36,219,1005,Mapk3
1115,P00047,MOUSE|MGI=MGI=1349415|UniProtKB=O35864,PDGF signaling pathway,36,219,1005,Cops5
1116,P00047,MOUSE|MGI=MGI=109298|UniProtKB=P49138,PDGF signaling pathway,36,219,1005,Mapkapk2
1117,P00047,MOUSE|MGI=MGI=105108|UniProtKB=Q61043,PDGF signaling pathway,36,219,1005,Nin
1118,P00047,MOUSE|MGI=MGI=97595|UniProtKB=P20444,PDGF signaling pathway,36,219,1005,Prkca
1119,P00047,MOUSE|MGI=MGI=1338071|UniProtKB=O88351,PDGF signaling pathway,36,219,1005,Ikbkb
1120,P00047,MOUSE|MGI=MGI=103062|UniProtKB=P42228,PDGF signaling pathway,36,219,1005,Stat4
1121,P00047,MOUSE|MGI=MGI=1918770|UniProtKB=Q9CX99,PDGF signaling pathway,36,219,1005,Grap
1122,P00047,MOUSE|MGI=MGI=109605|UniProtKB=Q91Z67,PDGF signaling pathway,36,219,1005,Srgap2
1123,P00047,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,PDGF signaling pathway,36,219,1005,Mapk1
1124,P00047,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,PDGF signaling pathway,36,219,1005,Pik3c3
1125,P00047,MOUSE|MGI=MGI=95610|UniProtKB=Q00422,PDGF signaling pathway,36,219,1005,Gabpa
1126,P00047,MOUSE|MGI=MGI=103036|UniProtKB=P42230,PDGF signaling pathway,36,219,1005,Stat5a
1127,P00047,MOUSE|MGI=MGI=104557|UniProtKB=P18654,PDGF signaling pathway,36,219,1005,Rps6ka3
1128,P00047,MOUSE|MGI=MGI=1916903|UniProtKB=A2AB59,PDGF signaling pathway,36,219,1005,Arhgap27
1129,P00047,MOUSE|MGI=MGI=106658|UniProtKB=Q9JM73,PDGF signaling pathway,36,219,1005,Srf
1130,P00047,MOUSE|MGI=MGI=2143764|UniProtKB=Q1HDU4,PDGF signaling pathway,36,219,1005,Arhgap9
1131,P00047,MOUSE|MGI=MGI=894279|UniProtKB=Q8CDB0,PDGF signaling pathway,36,219,1005,Mknk2
1132,P00047,MOUSE|MGI=MGI=1922665|UniProtKB=Q8C0D4,PDGF signaling pathway,36,219,1005,Arhgap12
1133,P00047,MOUSE|MGI=MGI=1338068|UniProtKB=Q9Z2A0,PDGF signaling pathway,36,219,1005,Pdpk1
1134,P00047,MOUSE|MGI=MGI=97250|UniProtKB=P01108,PDGF signaling pathway,36,219,1005,Myc
1135,P00047,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,PDGF signaling pathway,36,219,1005,Akt2
1136,P00047,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,PDGF signaling pathway,36,219,1005,Pik3ca
1137,P00047,MOUSE|MGI=MGI=103063|UniProtKB=P42225,PDGF signaling pathway,36,219,1005,Stat1
1138,P00047,MOUSE|MGI=MGI=103038|UniProtKB=P42227,PDGF signaling pathway,36,219,1005,Stat3
1139,P00047,MOUSE|MGI=MGI=99928|UniProtKB=Q62137,PDGF signaling pathway,36,219,1005,Jak3
1140,P00047,MOUSE|MGI=MGI=2443588|UniProtKB=Q5SW28,PDGF signaling pathway,36,219,1005,Pik3r5
1141,P00047,MOUSE|MGI=MGI=99425|UniProtKB=P46638,PDGF signaling pathway,36,219,1005,Rab11b
1142,P00047,MOUSE|MGI=MGI=96629|UniProtKB=Q62120,PDGF signaling pathway,36,219,1005,Jak2
1143,P00047,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,PDGF signaling pathway,36,219,1005,Pik3cd
1144,P00047,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,PDGF signaling pathway,36,219,1005,Sos1
1145,P00047,MOUSE|MGI=MGI=97615|UniProtKB=Q62077,PDGF signaling pathway,36,219,1005,Plcg1
1146,P00047,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,PDGF signaling pathway,36,219,1005,Hras
1147,P00047,MOUSE|MGI=MGI=102853|UniProtKB=P41158,PDGF signaling pathway,36,219,1005,Elk4
1148,P00047,MOUSE|MGI=MGI=1354946|UniProtKB=Q61532,PDGF signaling pathway,36,219,1005,Mapk6
1149,P00047,MOUSE|MGI=MGI=98296|UniProtKB=P98083,PDGF signaling pathway,36,219,1005,Shc1
1150,P00047,MOUSE|MGI=MGI=98355|UniProtKB=Q02384,PDGF signaling pathway,36,219,1005,Sos2
1151,P00047,MOUSE|MGI=MGI=88190|UniProtKB=P28028,PDGF signaling pathway,36,219,1005,Braf
1152,P00047,MOUSE|MGI=MGI=96628|UniProtKB=P52332,PDGF signaling pathway,36,219,1005,Jak1
1153,P00047,MOUSE|MGI=MGI=103035|UniProtKB=P42232,PDGF signaling pathway,36,219,1005,Stat5b
1154,P00047,MOUSE|MGI=MGI=109601|UniProtKB=Q99M51,PDGF signaling pathway,36,219,1005,Nck1
1155,P00047,MOUSE|MGI=MGI=97376|UniProtKB=P08556,PDGF signaling pathway,36,219,1005,Nras
1156,P00047,MOUSE|MGI=MGI=1928377|UniProtKB=Q9Z2U4,PDGF signaling pathway,36,219,1005,Elf4
1157,P00047,MOUSE|MGI=MGI=98923|UniProtKB=P27870,PDGF signaling pathway,36,219,1005,Vav1
1158,P00047,MOUSE|MGI=MGI=1925764|UniProtKB=Q6Y5D8,PDGF signaling pathway,36,219,1005,Arhgap10
1159,P00047,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,PDGF signaling pathway,36,219,1005,Map2k1
1160,P00047,MOUSE|MGI=MGI=103039|UniProtKB=Q9WVL2,PDGF signaling pathway,36,219,1005,Stat2
1161,P00047,MOUSE|MGI=MGI=1925584|UniProtKB=Q8BWD8,PDGF signaling pathway,36,219,1005,Cdk19
1162,P00047,MOUSE|MGI=MGI=97860|UniProtKB=E9PYG6,PDGF signaling pathway,36,219,1005,Rasa1
1163,P00047,MOUSE|MGI=MGI=2445003|UniProtKB=Q5FWK3,PDGF signaling pathway,36,219,1005,Arhgap1
1164,P00047,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,PDGF signaling pathway,36,219,1005,Map2k2
1165,P00047,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,PDGF signaling pathway,36,219,1005,Raf1
1166,P00047,MOUSE|MGI=MGI=99484|UniProtKB=Q60680,PDGF signaling pathway,36,219,1005,Chuk
1167,P00047,MOUSE|MGI=MGI=1888518|UniProtKB=Q9R0C8,PDGF signaling pathway,36,219,1005,Vav3
1168,P00047,MOUSE|MGI=MGI=1333842|UniProtKB=O89100,PDGF signaling pathway,36,219,1005,Grap2
1169,P00047,MOUSE|MGI=MGI=104558|UniProtKB=P18653,PDGF signaling pathway,36,219,1005,Rps6ka1
1170,P00047,MOUSE|MGI=MGI=95554|UniProtKB=P26323,PDGF signaling pathway,36,219,1005,Fli1
1171,P00047,MOUSE|MGI=MGI=103034|UniProtKB=P52633,PDGF signaling pathway,36,219,1005,Stat6
1172,P00047,MOUSE|MGI=MGI=1923367|UniProtKB=Q811M1,PDGF signaling pathway,36,219,1005,Arhgap15
1173,P00047,MOUSE|MGI=MGI=2159577|UniProtKB=B1AUY3,PDGF signaling pathway,36,219,1005,Arhgap4
1174,P00047,MOUSE|MGI=MGI=1861437|UniProtKB=Q9WV60,PDGF signaling pathway,36,219,1005,Gsk3b
1175,P00047,MOUSE|MGI=MGI=1891750|UniProtKB=Q9EQS3,PDGF signaling pathway,36,219,1005,Mycbp
1176,P00047,MOUSE|MGI=MGI=2149960|UniProtKB=P58069,PDGF signaling pathway,36,219,1005,Rasa2
1177,P02740,MOUSE|MGI=MGI=1913838|UniProtKB=Q9DBP5,De novo pyrmidine ribonucleotides biosythesis,10,39,264,Cmpk1
1178,P02740,MOUSE|MGI=MGI=1298388|UniProtKB=P13439,De novo pyrmidine ribonucleotides biosythesis,10,39,264,Umps
1179,P02740,MOUSE|MGI=MGI=97356|UniProtKB=Q01768,De novo pyrmidine ribonucleotides biosythesis,10,39,264,Nme2
1180,P02740,MOUSE|MGI=MGI=1930182|UniProtKB=Q9WV85,De novo pyrmidine ribonucleotides biosythesis,10,39,264,Nme3
1181,P02740,MOUSE|MGI=MGI=1933185|UniProtKB=P70303,De novo pyrmidine ribonucleotides biosythesis,10,39,264,Ctps2
1182,P02740,MOUSE|MGI=MGI=1916969|UniProtKB=B2RQC6,De novo pyrmidine ribonucleotides biosythesis,10,39,264,Cad
1183,P02740,MOUSE|MGI=MGI=97355|UniProtKB=P15532,De novo pyrmidine ribonucleotides biosythesis,10,39,264,Nme1
1184,P00023,MOUSE|MGI=MGI=109299|UniProtKB=P97760,General transcription regulation,19,65,343,Polr2c
1185,P00023,MOUSE|MGI=MGI=109129|UniProtKB=Q62311,General transcription regulation,19,65,343,Taf6
1186,P00023,MOUSE|MGI=MGI=1919558|UniProtKB=Q8CFK2,General transcription regulation,19,65,343,Brf1
1187,P00023,MOUSE|MGI=MGI=1926953|UniProtKB=Q7TSG2,General transcription regulation,19,65,343,Ctdp1
1188,P00023,MOUSE|MGI=MGI=1346348|UniProtKB=Q9R1C0,General transcription regulation,19,65,343,Taf7
1189,P00023,MOUSE|MGI=MGI=1913714|UniProtKB=Q8VE65,General transcription regulation,19,65,343,Taf12
1190,P00023,MOUSE|MGI=MGI=105044|UniProtKB=Q62187,General transcription regulation,19,65,343,Ttf1
1191,P00023,MOUSE|MGI=MGI=1277143|UniProtKB=Q8VD76,General transcription regulation,19,65,343,Gtf2h3
1192,P00023,MOUSE|MGI=MGI=1098610|UniProtKB=O35047,General transcription regulation,19,65,343,Psmc3ip
1193,P00023,MOUSE|MGI=MGI=1349393|UniProtKB=P61219,General transcription regulation,19,65,343,Polr2f
1194,P00023,MOUSE|MGI=MGI=1339946|UniProtKB=P62340,General transcription regulation,19,65,343,Tbpl1
1195,P00023,MOUSE|MGI=MGI=2384309|UniProtKB=Q923G2,General transcription regulation,19,65,343,Polr2h
1196,P00023,MOUSE|MGI=MGI=1915955|UniProtKB=Q8R0A0,General transcription regulation,19,65,343,Gtf2f2
1197,P00023,MOUSE|MGI=MGI=1921447|UniProtKB=Q9D0D5,General transcription regulation,19,65,343,Gtf2e1
1198,P00023,MOUSE|MGI=MGI=1338799|UniProtKB=O70422,General transcription regulation,19,65,343,Gtf2h4
1199,P00023,MOUSE|MGI=MGI=1933289|UniProtKB=Q80ZM7,General transcription regulation,19,65,343,Gtf2a2
1200,P00023,MOUSE|MGI=MGI=107428|UniProtKB=Q8BTU1,General transcription regulation,19,65,343,Cfap20
1201,P00023,MOUSE|MGI=MGI=2385191|UniProtKB=P62915,General transcription regulation,19,65,343,Gtf2b
1202,P00023,MOUSE|MGI=MGI=1923848|UniProtKB=Q3THK3,General transcription regulation,19,65,343,Gtf2f1
1203,P00023,MOUSE|MGI=MGI=1926879|UniProtKB=Q9EQH4,General transcription regulation,19,65,343,Taf8
1204,P00023,MOUSE|MGI=MGI=1913670|UniProtKB=Q80UW8,General transcription regulation,19,65,343,Polr2e
1205,P00023,MOUSE|MGI=MGI=2443028|UniProtKB=Q8C176,General transcription regulation,19,65,343,Taf2
1206,P00023,MOUSE|MGI=MGI=1915403|UniProtKB=Q9D902,General transcription regulation,19,65,343,Gtf2e2
1207,P00023,MOUSE|MGI=MGI=1916026|UniProtKB=Q99JX1,General transcription regulation,19,65,343,Taf11
1208,P00023,MOUSE|MGI=MGI=109576|UniProtKB=Q6PDZ2,General transcription regulation,19,65,343,Taf1c
1209,P00023,MOUSE|MGI=MGI=1277216|UniProtKB=Q9DBA9,General transcription regulation,19,65,343,Gtf2h1
1210,P00023,MOUSE|MGI=MGI=3039562|UniProtKB=Q6NZA9,General transcription regulation,19,65,343,Taf9b
1211,P00023,MOUSE|MGI=MGI=1916491|UniProtKB=Q9D7M8,General transcription regulation,19,65,343,Polr2d
1212,P00026,MOUSE|MGI=MGI=88494|UniProtKB=Q01147,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Creb1
1213,P00026,MOUSE|MGI=MGI=99474|UniProtKB=Q91YI4,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Arrb2
1214,P00026,MOUSE|MGI=MGI=97852|UniProtKB=P62835,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rap1a
1215,P00026,MOUSE|MGI=MGI=2388633|UniProtKB=Q68FD5,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Cltc
1216,P00026,MOUSE|MGI=MGI=108407|UniProtKB=P97428,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rgs16
1217,P00026,MOUSE|MGI=MGI=1859709|UniProtKB=P97492,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rgs14
1218,P00026,MOUSE|MGI=MGI=1098280|UniProtKB=P45481,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Crebbp
1219,P00026,MOUSE|MGI=MGI=102891|UniProtKB=P51829,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Adcy7
1220,P00026,MOUSE|MGI=MGI=2152453|UniProtKB=Q2NL51,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Gsk3a
1221,P00026,MOUSE|MGI=MGI=87940|UniProtKB=Q99MK8,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Grk2
1222,P00026,MOUSE|MGI=MGI=1354734|UniProtKB=Q9DC04,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rgs3
1223,P00026,MOUSE|MGI=MGI=97828|UniProtKB=Q8CI94,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Pygb
1224,P00026,MOUSE|MGI=MGI=108025|UniProtKB=P12367,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Prkar2a
1225,P00026,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Gng5
1226,P00026,MOUSE|MGI=MGI=894315|UniProtKB=Q99JI6,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rap1b
1227,P00026,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Gnb1
1228,P00026,MOUSE|MGI=MGI=2661416|UniProtKB=Q6PHS6,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Snx13
1229,P00026,MOUSE|MGI=MGI=99946|UniProtKB=Q61817,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Creb3
1230,P00026,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Gng10
1231,P00026,MOUSE|MGI=MGI=98327|UniProtKB=P30873,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Sstr1
1232,P00026,MOUSE|MGI=MGI=1923373|UniProtKB=Q8VDU0,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Gpsm2
1233,P00026,MOUSE|MGI=MGI=87937|UniProtKB=P34971,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Adrb1
1234,P00026,MOUSE|MGI=MGI=1916211|UniProtKB=Q9DB30,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Phkg2
1235,P00026,MOUSE|MGI=MGI=108408|UniProtKB=Q8BXT1,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rgs8
1236,P00026,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Gngt2
1237,P00026,MOUSE|MGI=MGI=97592|UniProtKB=P05132,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Prkaca
1238,P00026,MOUSE|MGI=MGI=103249|UniProtKB=P0DP28,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Calm3
1239,P00026,MOUSE|MGI=MGI=104878|UniProtKB=Q9DBC7,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Prkar1a
1240,P00026,MOUSE|MGI=MGI=88251|UniProtKB=P0DP26,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Calm1
1241,P00026,MOUSE|MGI=MGI=97594|UniProtKB=P68181,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Prkacb
1242,P00026,MOUSE|MGI=MGI=1276116|UniProtKB=B2RWS6,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Ep300
1243,P00026,MOUSE|MGI=MGI=1921575|UniProtKB=Q6IRU5,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Cltb
1244,P00026,MOUSE|MGI=MGI=105372|UniProtKB=P49660,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Sstr4
1245,P00026,MOUSE|MGI=MGI=1347078|UniProtKB=O70293,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Grk6
1246,P00026,MOUSE|MGI=MGI=99402|UniProtKB=Q60613,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Adora2a
1247,P00026,MOUSE|MGI=MGI=1915153|UniProtKB=Q9CX84,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rgs19
1248,P00026,MOUSE|MGI=MGI=98328|UniProtKB=P30875,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Sstr2
1249,P00026,MOUSE|MGI=MGI=1098271|UniProtKB=O08849,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rgs2
1250,P00026,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Gnb2
1251,P00026,MOUSE|MGI=MGI=894297|UniProtKB=O08585,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Clta
1252,P00026,MOUSE|MGI=MGI=1354694|UniProtKB=Q9JL25,Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway,27,218,1075,Rgs1
